complexity,effort,size,doc_density,maintainability,has_bug,source_dataset
1.0,216.0,6,0.0,71.99,0,jm1
2.0,149.49,13,0.0,63.55,0,jm1
2.0,67.5,6,0.0,72.73,0,jm1
2.0,618.5,14,0.0,60.41,0,jm1
7.0,42118.91,60,0.0,37.82,0,jm1
3.0,7664.14,25,0.0,50.17,0,jm1
2.0,1296.89,8,0.0,63.89,0,jm1
7.0,10167.89,50,0.23255813953488372,42.38,0,jm1
2.0,1819.07,11,0.0,60.87,0,jm1
3.0,1010.22,15,0.0,59.07,0,jm1
2.0,2314.69,11,0.0,60.08,0,jm1
4.0,4579.54,24,0.0,51.66,0,jm1
2.0,294.48,12,0.1111111111111111,62.77,0,jm1
3.0,233.13,11,0.0,64.11,0,jm1
2.0,318.01,13,0.0,61.66,0,jm1
1.0,3187.28,17,0.09090909090909091,55.42,0,jm1
2.0,159.45,16,0.23076923076923078,61.38,0,jm1
3.0,3853.01,18,0.0,54.95,0,jm1
2.0,484.45,26,0.3333333333333333,54.28,0,jm1
6.0,5095.59,20,0.0,52.71,0,jm1
2.0,543.42,11,0.0,63.0,0,jm1
2.0,1058.8,13,0.0,59.86,0,jm1
1.0,181.62,11,0.14285714285714285,64.59,0,jm1
2.0,185.02,14,0.2,61.64,0,jm1
86.0,1449530.13,314,0.0,6.06,0,jm1
1.0,93.01,15,0.6,62.53,0,jm1
8.0,10845.53,46,0.1282051282051282,43.21,0,jm1
2.0,118.87,7,0.0,70.23,0,jm1
55.0,460231.48,306,0.2290909090909091,12.28,0,jm1
1.0,688.83,10,0.0,63.47,0,jm1
8.0,19554.3,65,0.05454545454545454,38.58,0,jm1
3.0,3269.77,22,0.0,52.8,0,jm1
5.0,2628.33,20,0.0,53.74,0,jm1
7.0,15287.87,42,0.02631578947368421,43.83,0,jm1
7.0,14653.15,42,0.02631578947368421,43.75,0,jm1
8.0,20142.53,65,0.05454545454545454,38.6,0,jm1
1.0,1518.2,11,0.0,61.65,0,jm1
2.0,2185.12,17,0.07692307692307693,56.1,0,jm1
2.0,609.18,10,0.0,64.19,0,jm1
1.0,401.29,12,0.25,62.31,0,jm1
5.0,6745.75,29,0.0,48.11,0,jm1
1.0,343.81,10,0.14285714285714285,64.24,0,jm1
1.0,2243.8,13,0.0,59.49,0,jm1
2.0,519.02,10,0.0,63.39,0,jm1
1.0,515.02,15,0.0,59.59,0,jm1
2.0,7009.75,14,0.0,55.74,0,jm1
3.0,3119.97,32,0.3,49.59,0,jm1
2.0,1619.88,12,0.0,61.25,0,jm1
3.0,2841.92,33,0.22727272727272727,49.21,0,jm1
4.0,12784.03,35,0.17857142857142858,46.19,0,jm1
1.0,181.62,7,0.0,68.87,0,jm1
1.0,2380.09,19,0.0,55.09,0,jm1
1.0,2200.89,20,0.0,54.71,0,jm1
1.0,2380.09,18,0.0,55.6,0,jm1
1.0,1956.58,16,0.0,57.26,0,jm1
6.0,15069.64,32,0.04,46.43,0,jm1
2.0,319.82,11,0.0,64.16,0,jm1
2.0,84.0,9,0.0,67.55,0,jm1
4.0,14058.41,49,0.175,43.06,0,jm1
10.0,27983.33,51,0.08888888888888889,41.36,0,jm1
11.0,51867.69,139,0.27184466019417475,28.7,0,jm1
3.0,522.4,15,0.0,59.89,0,jm1
11.0,15847.16,39,0.24324324324324326,44.44,0,jm1
8.0,0.0,91,0.0,56.19,0,jm1
5.0,6991.76,38,0.0,45.4,0,jm1
3.0,6819.25,28,0.09090909090909091,50.83,0,jm1
11.0,58209.83,98,0.0,32.31,0,jm1
5.0,12759.36,23,0.0,50.27,0,jm1
1.0,5600.0,15,0.0,57.08,0,jm1
7.0,13224.78,29,0.0,47.77,0,jm1
34.0,24968.83,34,0.10344827586206896,39.96,0,jm1
112.0,115197.41,89,0.04878048780487805,16.15,0,jm1
9.0,65403.83,70,0.015151515151515152,36.88,0,jm1
2.0,7121.72,37,0.0,45.48,0,jm1
9.0,30396.61,52,0.0,40.19,0,jm1
5.0,1370.4,11,0.0,61.57,0,jm1
4.0,809.32,10,0.0,63.7,0,jm1
1.0,264.4,11,0.0,63.29,0,jm1
16.0,126218.59,133,0.17117117117117117,27.28,0,jm1
3.0,4659.79,22,0.0,52.88,0,jm1
3.0,4071.05,23,0.0,52.08,0,jm1
2.0,365.51,11,0.0,64.16,0,jm1
2.0,1259.28,12,0.0,60.76,0,jm1
1.0,1401.82,17,0.0,56.44,0,jm1
5.0,5578.95,26,0.0,50.32,0,jm1
2.0,424.79,10,0.0,63.73,0,jm1
1.0,70.2,8,0.2,69.02,0,jm1
2.0,407.97,8,0.0,66.79,0,jm1
2.0,957.75,11,0.0,62.24,0,jm1
3.0,483.71,18,0.07142857142857142,57.63,0,jm1
9.0,4153.16,57,0.16981132075471697,41.05,0,jm1
13.0,28252.56,63,0.06,38.05,0,jm1
5.0,7435.18,38,0.2413793103448276,46.51,0,jm1
3.0,788.3,11,0.0,62.58,0,jm1
4.0,7284.13,33,0.1111111111111111,47.69,0,jm1
6.0,8436.95,31,0.0,48.01,0,jm1
5.0,369.2,16,0.0,58.89,0,jm1
2.0,222.03,10,0.0,65.7,0,jm1
2.0,369.2,15,0.0,60.27,0,jm1
1.0,121.08,4,0.0,74.93,0,jm1
3.0,1529.25,11,0.0,61.26,0,jm1
9.0,4264.41,62,0.15789473684210525,40.18,0,jm1
6.0,6987.46,32,0.0,47.77,0,jm1
1.0,525.83,5,0.0,71.89,0,jm1
5.0,11357.39,45,0.07894736842105263,43.72,0,jm1
3.0,1021.63,17,0.06666666666666667,57.6,0,jm1
3.0,1409.26,21,0.0625,54.59,0,jm1
4.0,2538.1,27,0.05,51.06,0,jm1
3.0,786.47,11,0.0,62.82,0,jm1
7.0,40188.22,47,0.0,42.11,0,jm1
1.0,996.26,11,0.0,62.28,0,jm1
1.0,906.61,12,0.0,62.0,0,jm1
3.0,1081.2,12,0.0,61.37,0,jm1
3.0,1280.22,14,0.0,59.9,0,jm1
5.0,6110.57,33,0.0,48.8,0,jm1
3.0,4711.6,17,0.0,57.11,0,jm1
2.0,609.18,14,0.0,61.0,0,jm1
14.0,133399.56,139,0.06976744186046512,27.49,0,jm1
2.0,9228.21,29,0.19047619047619047,49.36,0,jm1
1.0,718.87,12,0.14285714285714285,62.65,0,jm1
8.0,32336.09,80,0.47692307692307695,37.48,0,jm1
10.0,50129.07,117,0.4791666666666667,32.45,0,jm1
11.0,63876.98,155,0.45384615384615384,28.39,0,jm1
6.0,20831.97,43,0.0,42.98,0,jm1
3.0,3154.67,21,0.0,53.7,0,jm1
1.0,74.86,6,0.0,72.75,0,jm1
5.0,3920.0,16,0.08333333333333333,56.6,0,jm1
6.0,6922.08,46,0.1,45.14,0,jm1
5.0,3269.16,18,0.0,56.04,0,jm1
5.0,3850.0,15,0.0,57.27,0,jm1
2.0,546.12,12,0.0,62.68,0,jm1
3.0,1920.77,20,0.0,54.85,0,jm1
3.0,2128.73,21,0.0,54.11,0,jm1
1.0,54.74,8,0.0,69.23,0,jm1
2.0,1680.68,15,0.0,57.84,0,jm1
3.0,632.97,9,0.0,65.76,0,jm1
4.0,1128.74,15,0.0,58.97,0,jm1
2.0,3530.05,22,0.0,53.28,0,jm1
7.0,17497.07,59,0.0392156862745098,39.22,0,jm1
4.0,12096.92,40,0.0,44.7,0,jm1
11.0,23698.55,54,0.022727272727272728,40.49,0,jm1
1.0,966.31,10,0.0,62.04,0,jm1
1.0,876.27,10,0.0,62.19,0,jm1
2.0,5409.85,46,0.4411764705882353,45.15,0,jm1
4.0,16855.08,39,0.0,44.37,0,jm1
40.0,115544.29,141,0.05555555555555555,23.91,0,jm1
3.0,1861.37,16,0.0,57.12,0,jm1
1.0,3200.38,11,0.0,61.71,0,jm1
16.0,74205.86,238,0.25757575757575757,22.65,0,jm1
2.0,3326.99,49,0.37142857142857144,44.91,0,jm1
3.0,1040.96,9,0.0,62.8,0,jm1
3.0,1221.36,16,0.0,57.37,0,jm1
7.0,9091.87,38,0.0,45.17,0,jm1
25.0,408630.26,176,0.006493506493506494,22.02,0,jm1
4.0,3050.82,19,0.0,54.61,0,jm1
1.0,1288.06,18,0.0,55.33,0,jm1
2.0,1315.82,21,0.3333333333333333,56.28,0,jm1
24.0,34316.89,104,0.0449438202247191,29.38,0,jm1
2.0,789.15,16,0.0,57.33,0,jm1
5.0,13734.51,29,0.0,48.08,0,jm1
2.0,1973.83,11,0.0,61.09,0,jm1
1.0,1954.64,21,0.0,53.03,0,jm1
22.0,194151.18,114,0.32323232323232326,28.48,0,jm1
5.0,5658.32,23,0.0,51.96,0,jm1
3.0,1076.85,12,0.125,61.75,0,jm1
6.0,11416.47,39,0.03125,45.81,0,jm1
1.0,1351.93,16,0.0,57.95,0,jm1
1.0,56161.17,107,0.13253012048192772,31.7,0,jm1
4.0,2675.66,23,0.0,53.31,0,jm1
20.0,62469.78,109,0.06930693069306931,29.85,0,jm1
2.0,507.65,11,0.125,63.84,0,jm1
2.0,1698.49,22,0.0,53.94,0,jm1
1.0,610.57,12,0.2222222222222222,61.71,0,jm1
1.0,492.2,7,0.0,66.43,0,jm1
5.0,43834.43,65,0.0,37.15,0,jm1
6.0,47244.37,75,0.0,35.38,0,jm1
4.0,34022.4,60,0.0,38.99,0,jm1
2.0,5003.22,24,0.0,51.36,0,jm1
2.0,5745.65,33,0.0,47.51,0,jm1
10.0,63749.57,68,0.046875,36.57,0,jm1
1.0,120.0,11,0.5714285714285714,66.25,0,jm1
4.0,2681.93,29,0.16666666666666666,50.66,0,jm1
4.0,3031.83,28,0.17391304347826086,50.94,0,jm1
32.0,354104.19,233,0.052132701421800945,17.57,0,jm1
19.0,102093.62,110,0.29473684210526313,30.36,0,jm1
5.0,7905.12,42,0.0,44.85,0,jm1
2.0,1160.29,17,0.08333333333333333,56.93,0,jm1
11.0,177466.26,126,0.0,28.11,0,jm1
2.0,711.73,17,0.0,57.28,0,jm1
11.0,102029.76,107,0.0,30.56,0,jm1
2.0,2276.8,25,0.0,51.75,0,jm1
6.0,14439.21,56,0.04,40.55,0,jm1
2.0,2060.88,21,0.0,53.6,0,jm1
5.0,6360.31,40,0.0,45.63,0,jm1
2.0,4751.82,34,0.0,47.36,0,jm1
2.0,4343.18,32,0.0,48.29,0,jm1
1.0,2900.48,22,0.26666666666666666,53.34,0,jm1
2.0,1425.41,12,0.0,59.9,0,jm1
2.0,2155.2,14,0.0,58.51,0,jm1
19.0,61279.34,108,0.0,30.31,0,jm1
23.0,123917.69,146,0.0,25.12,0,jm1
3.0,908.35,19,0.0,57.12,0,jm1
3.0,334.04,13,0.1,62.2,0,jm1
2.0,91.35,5,0.0,73.54,0,jm1
52.0,37274.65,210,0.0,17.98,0,jm1
1.0,261.32,10,0.0,63.7,0,jm1
4.0,3027.43,15,0.0,56.6,0,jm1
4.0,4549.46,18,0.0,54.09,0,jm1
1.0,1177.29,13,0.0,59.51,0,jm1
10.0,13485.6,62,0.11538461538461539,39.47,0,jm1
11.0,27922.42,32,0.0,45.92,0,jm1
6.0,10058.52,32,0.08695652173913043,47.07,0,jm1
5.0,11939.04,41,0.06060606060606061,44.3,0,jm1
8.0,7101.42,38,0.06666666666666667,46.35,0,jm1
50.0,151562.04,148,0.046875,21.27,0,jm1
31.0,81653.08,139,0.02586206896551724,25.52,0,jm1
4.0,2343.81,22,0.0,52.8,0,jm1
11.0,32363.26,74,0.0,37.41,0,jm1
15.0,91409.75,108,0.0,29.96,0,jm1
6.0,34233.65,68,0.07017543859649122,37.21,0,jm1
6.0,5693.54,16,0.0,55.93,0,jm1
3.0,689.42,10,0.0,63.97,0,jm1
3.0,2204.14,19,0.14285714285714285,55.43,0,jm1
4.0,4813.07,26,0.0,51.71,0,jm1
9.0,24590.16,55,0.0851063829787234,40.71,0,jm1
9.0,86738.77,90,0.012345679012345678,31.98,0,jm1
5.0,3235.47,21,0.125,53.38,0,jm1
3.0,2451.71,15,0.0,57.66,0,jm1
1.0,150.0,4,0.0,75.83,0,jm1
7.0,18647.98,55,0.22916666666666666,40.56,0,jm1
4.0,310.84,9,0.14285714285714285,65.88,0,jm1
5.0,3502.52,21,0.05263157894736842,53.45,0,jm1
2.0,225.85,9,0.0,66.8,0,jm1
2.0,486.0,18,0.16666666666666666,58.11,0,jm1
9.0,38633.74,88,0.0,33.96,0,jm1
18.0,126284.42,118,0.0,28.3,0,jm1
5.0,13248.25,42,0.0,43.72,0,jm1
1.0,462.59,11,0.0,63.06,0,jm1
3.0,4898.57,14,0.0,56.49,0,jm1
10.0,45218.85,56,0.020833333333333332,38.99,0,jm1
7.0,20930.19,51,0.0,41.22,0,jm1
33.0,440290.52,252,0.038135593220338986,16.73,0,jm1
4.0,2647.15,22,0.0625,52.53,0,jm1
3.0,1365.49,13,0.0,59.77,0,jm1
2.0,1478.1,16,0.0,57.95,0,jm1
1.0,420.27,9,0.0,64.53,0,jm1
2.0,1647.46,19,0.125,55.26,0,jm1
5.0,11748.9,35,0.03571428571428571,45.81,0,jm1
6.0,7884.77,45,0.0,43.66,0,jm1
13.0,66158.78,92,0.011494252873563218,32.44,0,jm1
14.0,236295.83,146,0.015267175572519083,25.58,0,jm1
16.0,51039.72,84,0.0,33.62,0,jm1
2.0,711.73,18,0.0,56.74,0,jm1
22.0,268090.15,177,0.0,22.53,0,jm1
5.0,10404.34,38,0.0,45.29,0,jm1
6.0,6303.81,44,0.0,44.15,0,jm1
4.0,4460.08,31,0.04,49.4,0,jm1
8.0,12649.91,23,0.0,50.94,0,jm1
8.0,11498.13,37,0.0,45.63,0,jm1
1.0,14754.7,43,0.0,42.82,0,jm1
2.0,12843.75,23,0.0,51.04,0,jm1
19.0,163594.78,170,0.0,23.88,0,jm1
23.0,221333.23,121,0.3106796116504854,27.99,0,jm1
8.0,28592.9,66,0.0392156862745098,37.71,0,jm1
14.0,22477.67,55,0.08,39.24,0,jm1
5.0,4359.21,19,0.0,54.44,0,jm1
3.0,2015.7,26,0.0,51.83,0,jm1
2.0,564.63,15,0.0,60.41,0,jm1
19.0,302377.38,185,0.018633540372670808,22.26,0,jm1
11.0,30736.55,54,0.023255813953488372,39.24,0,jm1
6.0,18909.15,56,0.46153846153846156,42.39,0,jm1
1.0,0.0,5,0.0,82.51,0,jm1
6.0,18842.19,31,0.0,47.6,0,jm1
20.0,364106.03,211,0.02717391304347826,20.05,0,jm1
15.0,309626.36,159,0.007194244604316547,24.1,0,jm1
6.0,17909.3,47,0.0,42.09,0,jm1
4.0,12400.95,43,0.0,43.61,0,jm1
10.0,203482.74,77,0.0,35.3,0,jm1
4.0,25324.22,54,0.02127659574468085,40.06,0,jm1
5.0,54153.42,70,0.0,36.1,0,jm1
7.0,49177.5,82,0.0,34.35,0,jm1
3.0,5522.83,31,0.0,48.38,0,jm1
3.0,987.44,17,0.0,57.43,0,jm1
6.0,16515.52,45,0.0,42.92,0,jm1
2.0,36.19,7,0.0,72.49,0,jm1
2.0,473.66,12,0.0,63.1,0,jm1
5.0,23786.21,60,0.0,39.4,0,jm1
4.0,34375.83,57,0.046511627906976744,38.92,0,jm1
13.0,326989.18,147,0.05555555555555555,26.73,0,jm1
3.0,2118.23,25,0.11764705882352941,52.26,0,jm1
1.0,258.57,10,0.0,63.77,0,jm1
15.0,9502.14,74,0.0,36.31,0,jm1
1.0,885.6,15,0.0,58.7,0,jm1
8.0,159072.88,115,0.1414141414141414,30.45,0,jm1
3.0,14738.99,38,0.030303030303030304,45.11,0,jm1
7.0,16230.05,58,0.0392156862745098,39.44,0,jm1
4.0,13886.77,39,0.0,44.73,0,jm1
2.0,330.91,17,0.3333333333333333,58.54,0,jm1
7.0,6872.53,27,0.0,49.37,0,jm1
5.0,0.0,38,0.0,64.87,0,jm1
50.0,67608.61,76,0.07352941176470588,28.38,0,jm1
1.0,342.66,10,0.0,63.64,0,jm1
20.0,172002.43,101,0.0,29.58,0,jm1
1.0,456.37,9,0.0,64.53,0,jm1
1.0,1542.07,14,0.0,58.02,0,jm1
2.0,316.46,12,0.0,62.02,0,jm1
6.0,6663.7,31,0.041666666666666664,47.52,0,jm1
3.0,10364.47,25,0.0,50.16,0,jm1
4.0,1941.4,16,0.0,57.55,0,jm1
2.0,521.02,10,0.0,64.54,0,jm1
1.0,816.84,10,0.0,62.97,0,jm1
4.0,864.96,10,0.0,63.64,0,jm1
23.0,204728.95,233,0.03482587064676617,19.79,0,jm1
2.0,835.09,10,0.0,63.51,0,jm1
2.0,1546.4,26,0.047619047619047616,51.11,0,jm1
2.0,877.91,14,0.1111111111111111,59.89,0,jm1
5.0,8187.25,33,0.20689655172413793,48.05,0,jm1
2.0,834.55,17,0.16666666666666666,57.57,0,jm1
3.0,2143.32,22,0.0625,53.75,0,jm1
5.0,2317.59,24,0.0,53.17,0,jm1
12.0,56067.86,49,0.11904761904761904,39.89,0,jm1
5.0,8086.76,31,0.2727272727272727,48.08,0,jm1
10.0,14938.64,53,0.175,41.02,0,jm1
2.0,3172.8,27,0.16666666666666666,51.67,0,jm1
12.0,20303.96,56,0.24444444444444444,39.93,0,jm1
5.0,14615.09,56,0.24390243902439024,40.98,0,jm1
2.0,1094.42,17,0.0,57.89,0,jm1
3.0,1634.99,21,0.125,54.9,0,jm1
12.0,90666.44,50,0.0,38.96,0,jm1
6.0,5367.32,23,0.3684210526315789,51.31,0,jm1
8.0,23423.73,19,0.0,51.1,0,jm1
8.0,19232.47,18,0.0,51.86,0,jm1
6.0,12595.49,27,0.0,48.27,0,jm1
9.0,20676.32,28,0.0,47.33,0,jm1
16.0,141051.98,31,0.0,41.42,0,jm1
6.0,5855.6,18,0.0,53.87,0,jm1
6.0,8862.07,27,0.0,49.56,0,jm1
6.0,8228.86,27,0.0,49.59,0,jm1
9.0,40176.24,37,0.2903225806451613,42.38,0,jm1
3.0,1639.8,13,0.0,59.99,0,jm1
2.0,594.0,15,0.4,59.84,0,jm1
10.0,24524.27,38,0.037037037037037035,43.92,0,jm1
4.0,15636.03,28,0.13636363636363635,48.29,0,jm1
6.0,9371.89,22,0.0,51.17,0,jm1
5.0,6478.84,16,0.0,55.24,0,jm1
6.0,5651.52,24,0.47368421052631576,51.02,0,jm1
3.0,2064.1,15,0.0,58.21,0,jm1
2.0,849.59,12,0.25,61.45,0,jm1
3.0,365.67,8,0.0,67.4,0,jm1
12.0,11412.25,62,0.3275862068965517,39.56,0,jm1
4.0,2390.91,20,0.0,54.54,0,jm1
4.0,1484.62,21,0.0,54.36,0,jm1
20.0,54735.73,108,0.13414634146341464,31.31,0,jm1
24.0,99158.57,143,0.16,26.39,0,jm1
28.0,110976.25,141,0.08661417322834646,25.91,0,jm1
15.0,5330.38,42,0.0,44.12,0,jm1
7.0,6778.41,26,0.10526315789473684,50.82,0,jm1
53.0,47507.1,143,0.06976744186046512,22.71,0,jm1
4.0,1737.05,20,0.0,54.98,0,jm1
4.0,3775.85,18,0.06666666666666667,55.11,0,jm1
4.0,1034.02,10,0.0,62.96,0,jm1
14.0,4228.07,36,0.0,45.91,0,jm1
7.0,13714.99,45,0.1,42.72,0,jm1
2.0,558.41,11,0.0,63.55,0,jm1
4.0,9804.42,38,0.0967741935483871,45.26,0,jm1
3.0,617.14,11,0.0,63.0,0,jm1
5.0,8675.46,35,0.03571428571428571,46.46,0,jm1
3.0,1855.14,18,0.07692307692307693,55.7,0,jm1
4.0,1583.1,21,0.14285714285714285,55.92,0,jm1
6.0,7275.37,36,0.07142857142857142,46.41,0,jm1
11.0,18404.41,72,0.09523809523809523,37.78,0,jm1
2.0,152.16,7,0.0,70.23,0,jm1
22.0,36462.79,84,0.1917808219178082,33.58,0,jm1
4.0,1376.99,8,0.0,64.2,0,jm1
4.0,1618.61,13,0.45454545454545453,59.28,0,jm1
6.0,2390.91,11,0.0,59.93,0,jm1
3.0,1336.38,15,0.0,59.53,0,jm1
11.0,13265.09,18,0.0,51.03,0,jm1
1.0,747.43,6,0.16666666666666666,69.45,0,jm1
1.0,269.44,6,0.16666666666666666,70.77,0,jm1
1.0,174.13,6,0.16666666666666666,70.39,0,jm1
1.0,890.16,6,0.16666666666666666,67.8,0,jm1
2.0,782.96,9,0.1111111111111111,65.12,0,jm1
1.0,460.1,5,0.2,71.89,0,jm1
19.0,42835.03,80,0.23943661971830985,34.16,0,jm1
1.0,410.22,5,0.2,71.36,0,jm1
1.0,513.48,5,0.2,70.94,0,jm1
1.0,49.13,5,0.2,75.56,0,jm1
1.0,416.05,6,0.16666666666666666,70.12,0,jm1
1.0,902.57,7,0.14285714285714285,67.19,0,jm1
1.0,621.67,7,0.14285714285714285,67.79,0,jm1
4.0,3212.94,30,0.15,49.77,0,jm1
7.0,5040.18,26,0.2857142857142857,51.38,0,jm1
24.0,468092.33,324,0.20588235294117646,14.18,0,jm1
6.0,14002.94,55,0.0,40.8,0,jm1
6.0,14002.94,58,0.0,40.3,0,jm1
8.0,9472.27,46,0.1282051282051282,43.31,0,jm1
6.0,5883.11,37,0.3225806451612903,47.67,0,jm1
12.0,90545.49,185,0.3575757575757576,25.39,0,jm1
2.0,1921.61,22,0.0,53.46,0,jm1
50.0,224338.15,176,0.13664596273291926,19.17,0,jm1
13.0,56329.42,123,0.1320754716981132,29.68,0,jm1
56.0,249113.14,208,0.14507772020725387,16.52,0,jm1
30.0,127383.2,185,0.0,22.06,0,jm1
3.0,4216.49,19,0.0,53.67,0,jm1
11.0,0.0,38,0.0,64.06,0,jm1
9.0,13131.61,35,0.3793103448275862,45.38,0,jm1
10.0,29360.83,32,0.20833333333333334,44.4,0,jm1
12.0,35741.36,24,0.0,47.61,0,jm1
22.0,87573.26,56,0.1836734693877551,35.83,0,jm1
12.0,20779.64,29,0.34782608695652173,46.18,0,jm1
9.0,12380.3,25,0.36363636363636365,49.1,0,jm1
3.0,1027.99,12,0.0,62.33,0,jm1
4.0,1711.91,13,0.0,60.32,0,jm1
5.0,2503.62,14,0.0,58.76,0,jm1
3.0,702.77,14,0.1,59.56,0,jm1
1.0,1387.66,9,0.0,63.29,0,jm1
1.0,357.78,8,0.0,66.42,0,jm1
3.0,1159.85,14,0.2,58.85,0,jm1
2.0,700.55,14,0.0,60.72,0,jm1
5.0,2881.36,13,0.0,59.23,0,jm1
4.0,0.0,31,0.0,66.93,0,jm1
12.0,27821.73,74,0.0,36.48,0,jm1
13.0,29327.81,78,0.0,35.86,0,jm1
3.0,817.31,14,0.0,59.44,0,jm1
3.0,1899.44,15,0.0,58.29,0,jm1
3.0,1016.32,14,0.0,59.96,0,jm1
3.0,1016.32,22,0.09090909090909091,55.67,0,jm1
3.0,1016.32,13,0.0,60.66,0,jm1
12.0,29685.71,56,0.1276595744680851,39.57,0,jm1
7.0,114017.63,96,0.15584415584415584,32.48,0,jm1
2.0,0.0,28,0.0,68.16,0,jm1
6.0,11229.69,29,0.12,48.62,0,jm1
1.0,251.91,4,0.0,75.28,0,jm1
3.0,1142.73,33,0.2962962962962963,50.63,0,jm1
5.0,17169.78,38,0.0,44.61,0,jm1
1.0,161.94,7,0.25,69.98,0,jm1
6.0,4538.1,31,0.18181818181818182,49.11,0,jm1
2.0,232.47,9,0.0,66.71,0,jm1
1.0,216.82,12,0.0,63.86,0,jm1
26.0,72980.97,143,0.008333333333333333,26.41,0,jm1
4.0,6211.1,24,0.0,51.41,0,jm1
2.0,194.27,5,0.0,72.27,0,jm1
1.0,134.92,4,0.0,75.16,0,jm1
4.0,10374.57,39,0.0,45.91,0,jm1
2.0,265.67,4,0.0,73.84,0,jm1
3.0,1644.14,20,0.2857142857142857,55.05,0,jm1
38.0,131120.68,198,0.05454545454545454,20.22,0,jm1
10.0,214455.18,133,0.03529411764705882,26.68,0,jm1
2.0,6312.33,28,0.0,49.29,0,jm1
2.0,213.21,4,0.0,74.1,0,jm1
2.0,331.08,4,0.0,73.53,0,jm1
9.0,58646.42,78,0.10909090909090909,35.09,0,jm1
2.0,548.26,11,0.0,63.28,0,jm1
3.0,1383.02,20,0.0,55.55,0,jm1
3.0,2229.72,22,0.0,53.87,0,jm1
6.0,8964.04,26,0.0,49.08,0,jm1
1.0,490.97,9,0.0,64.67,0,jm1
3.0,7093.7,32,0.07692307692307693,48.81,0,jm1
5.0,10490.98,29,0.0,48.66,0,jm1
2.0,420.54,5,0.0,70.69,0,jm1
3.0,2894.17,24,0.0,52.54,0,jm1
4.0,1853.64,19,0.0,55.4,0,jm1
34.0,103861.54,177,0.04794520547945205,22.39,0,jm1
4.0,74259.84,100,0.010101010101010102,30.44,0,jm1
2.0,650.0,8,0.0,66.03,0,jm1
1.0,151.35,4,0.0,74.72,0,jm1
4.0,5365.01,30,0.0,49.46,0,jm1
5.0,6852.47,35,0.0,47.33,0,jm1
5.0,8054.41,35,0.0,47.14,0,jm1
5.0,7283.97,36,0.0,46.96,0,jm1
4.0,18269.08,57,0.11904761904761904,41.34,0,jm1
1.0,216.82,10,0.0,65.59,0,jm1
22.0,121848.91,158,0.0,25.32,0,jm1
2.0,599.95,12,0.0,62.02,0,jm1
3.0,1380.15,12,0.0,60.6,0,jm1
5.0,3064.95,13,0.0,58.17,0,jm1
6.0,42961.01,83,0.0,35.13,0,jm1
1.0,232.53,7,0.0,68.52,0,jm1
9.0,44167.59,122,0.0,30.56,0,jm1
10.0,60246.25,72,0.0,36.01,0,jm1
4.0,8349.4,41,0.0,45.72,0,jm1
2.0,807.02,11,0.0,62.71,0,jm1
2.0,577.73,10,0.0,63.87,0,jm1
3.0,1426.66,16,0.0,57.45,0,jm1
1.0,134.44,5,0.0,72.5,0,jm1
2.0,281.3,6,0.0,69.82,0,jm1
5.0,2622.6,13,0.0,58.38,0,jm1
2.0,2801.75,21,0.0,53.79,0,jm1
4.0,11081.16,41,0.0,45.32,0,jm1
3.0,1342.26,8,0.0,64.58,0,jm1
4.0,1637.5,12,0.0,60.48,0,jm1
4.0,2370.43,9,0.0,62.31,0,jm1
3.0,1072.32,12,0.0,61.36,0,jm1
4.0,2288.92,14,0.0,58.1,0,jm1
4.0,12757.41,37,0.0,46.04,0,jm1
5.0,5910.97,19,0.0,53.4,0,jm1
10.0,20096.87,33,0.0,45.03,0,jm1
7.0,8121.47,31,0.04,47.85,0,jm1
4.0,22113.51,60,0.0,40.24,0,jm1
4.0,2129.55,19,0.0,55.02,0,jm1
2.0,1140.99,9,0.0,63.93,0,jm1
4.0,8440.96,55,0.1388888888888889,41.47,0,jm1
7.0,12800.27,58,0.16216216216216217,39.86,0,jm1
4.0,51795.43,72,0.044444444444444446,37.45,0,jm1
22.0,62950.34,130,0.009345794392523364,28.36,0,jm1
5.0,4403.53,18,0.0,54.19,0,jm1
4.0,6186.35,31,0.18181818181818182,48.81,0,jm1
2.0,181.32,4,0.0,74.59,0,jm1
2.0,807.02,12,0.0,61.89,0,jm1
2.0,1427.3,20,0.07692307692307693,55.44,0,jm1
14.0,22051.72,40,0.0,42.06,0,jm1
1.0,82.42,4,0.0,75.42,0,jm1
2.0,514.28,7,0.0,67.97,0,jm1
6.0,5586.6,16,0.0,54.97,0,jm1
4.0,3142.03,14,0.0,57.32,0,jm1
2.0,259.02,7,0.0,69.08,0,jm1
3.0,2100.08,14,0.0,58.14,0,jm1
5.0,3100.28,16,0.0,56.06,0,jm1
4.0,2645.37,14,0.0,57.89,0,jm1
3.0,2100.08,13,0.0,58.84,0,jm1
3.0,1787.32,11,0.0,61.58,0,jm1
6.0,4393.52,15,0.0,55.88,0,jm1
6.0,6281.61,27,0.0,49.25,0,jm1
2.0,777.13,8,0.0,65.84,0,jm1
2.0,556.41,7,0.0,67.62,0,jm1
5.0,5722.62,25,0.0,50.09,0,jm1
4.0,3100.28,14,0.0,57.46,0,jm1
1.0,10497.44,33,0.043478260869565216,47.11,0,jm1
6.0,28535.29,57,0.019230769230769232,40.41,0,jm1
